id,name,geometry,buildstart,opening,closure,city_id
317,"Tirso de Molina",POINT(-3.70453801681325 40.4125031564029),1919,1921,999999,71
315,"Ríos Rosas",POINT(-3.70160575232774 40.4415175941021),1916,1919,999999,71
316,"Cuatro Caminos",POINT(-3.70377535639776 40.4468442377381),1916,1919,999999,71
322,"Pacífico",POINT(-3.67487727112635 40.4012829947051),1921,1923,999999,71
326,"Retiro",POINT(-3.68590181127345 40.4206704353747),1922,1924,999999,71
328,"Goya",POINT(-3.67573078697041 40.4248951767179),1922,1924,999999,71
330,"Ventas",POINT(-3.66254014957539 40.4311890158783),1922,1924,999999,71
332,"Santo Domingo",POINT(-3.70829065919057 40.4209402926412),1923,1925,999999,71
334,"San Bernardo",POINT(-3.70586984666198 40.4296095473717),1923,1925,999999,71
335,"Quevedo",POINT(-3.70443577430677 40.4335331056875),1923,1925,999999,71
333,"Noviciado",POINT(-3.70738948148374 40.4248926483129),1923,1925,999999,71
337,"Cuatro Caminos",POINT(-3.70396108618496 40.4467801772775),1927,1929,999999,71
210,"Los Leones",POINT(-70.6081066171356 -33.4207473210903),2012,2017,999999,4
234,"Francisco Bilbao",POINT(-70.5847145647198 -33.4318592084694),2002,2005,999999,4
235,"Principe de Gales",POINT(-70.5732240661181 -33.439058434441),2002,2005,999999,4
216,"Cumming",POINT(-70.6687259215356 -33.4391759148705),2000,2004,999999,4
290,"",POINT(-66.923763880545 10.4478343841051),2004,0,999999,34
304,"Encants",POINT(2.18288409078545 41.4073131401276),0,1997,999999,14
306,"Bac de Roda",POINT(2.19493833217814 41.4147059736497),0,1997,999999,14
308,"La Pau",POINT(2.20598932606183 41.423755723871),0,1997,999999,14
190,"Cardenal Caro",POINT(-70.686125351261 -33.3731759952039),2012,2019,999999,4
200,"Parque Almagro",POINT(-70.6503987822776 -33.4518586461255),2012,2019,999999,4
201,"Matta",POINT(-70.6427103892046 -33.4582372913006),2012,2019,999999,4
218,"Quinta Normal",POINT(-70.6805284861107 -33.4403566403466),2000,2004,999999,4
246,"La Cisterna",POINT(-70.6644555895082 -33.5373357779145),2002,2006,999999,4
208,"Fernando Castillo Velasquez",POINT(-70.5579989056448 -33.4521134503149),2012,2019,999999,4
187,Lo Cruzat,POINT(-70.7206529864018 -33.3668112075455),2019,2022,999999,4
188,EFE Quilicura,POINT(-70.705041030293 -33.3655562121728),2019,2022,999999,4
186,Plaza Quilicura,POINT(-70.7302636131326 -33.365770161551),2019,2022,999999,4
231,"Vicente Valdes",POINT(-70.5967821330673 -33.5265703189093),2002,2005,999999,4
209,"Baquedano",POINT(-70.6336132590524 -33.437413769219),1994,1997,999999,4
226,"Las Parcelas",POINT(-70.7400475445611 -33.475156987669),2005,2011,999999,4
263,"Maestranza",POINT(-70.6970721074514 -33.6067693972316),2014,2017,999999,4
301,"Tetuan",POINT(2.17497384582617 41.3944548518811),0,1995,999999,14
220,"Blanqueado",POINT(-70.7072941076439 -33.4415401382153),2005,2010,999999,4
221,"Lo Prado  ",POINT(-70.7159215254476 -33.4433378970791),2005,2010,999999,4
245,"Vicente Valdes",POINT(-70.5967333965506 -33.5265757651827),2002,2005,999999,4
107,"La Cisterna ",POINT(-70.6644059334689 -33.5377518127554),2000,2004,999999,4
287,"La Bandera",POINT(-66.9009858337224 10.4790646403425),0,0,999999,34
223,"Pudahuel",POINT(-70.7409685562525 -33.4446879963622),2005,2010,999999,4
222,"San Pablo",POINT(-70.7231417278429 -33.4442464493527),2005,2010,999999,4
213,"Franklin",POINT(-70.648531515191 -33.4765671463291),2012,2017,999999,4
269,"Bellavista",POINT(-70.5985526670654 -33.5218558371287),1893,1895,1960,4
314,"Iglesia",POINT(-3.69888157299246 40.4350121036089),1916,1919,9999999,71
270,"La Estrella",POINT(-70.5866756499321 -33.5533197912296),1893,1895,1960,4
251,"Elisa Correa",POINT(-70.5839445951114 -33.568886347637),2002,2005,999999,4
252,"Hospital Sotero del Rio",POINT(-70.5824296859765 -33.5768365764949),2002,2005,999999,4
224,"Barrancas",POINT(-70.7390744749663 -33.4526510300035),2005,2011,999999,4
230,"Plaza de Maipo",POINT(-70.7572490530899 -33.5102019910269),2005,2011,999999,4
271,"Quillayes",POINT(-70.5853201782329 -33.5608735658879),1893,1895,1960,4
203,"Monseñor Eyzaguirre",POINT(-70.613652925801 -33.453192110921),2012,2019,999999,4
298,"Sant Antoni",POINT(2.16303704204958 41.3793232881075),0,1995,999999,14
273,"Puente Alto",POINT(-70.575408151496 -33.612520812896),1893,1895,1960,4
1654,"",POINT(-0.144179354594598 51.4941259159975),1859,1860,999999,69
277,"Tropezon",POINT(-70.6918381204027 -33.4317552501285),1903,1903,1951,4
340,"Estrecho",POINT(-3.70291060004701 40.4541550905225),1927,1929,999999,71
284,"",POINT(-66.8823273494442 10.4959652080327),0,0,999999,34
342,"Lista",POINT(-3.67536856592483 40.4293404106882),1930,1932,1944,71
285,"",POINT(-66.8891789568046 10.4878930121556),0,0,999999,34
286,"",POINT(-66.8957404751044 10.4834893834896),0,0,999999,34
318,"Antón Martín",POINT(-3.69926329749427 40.4123081507771),1919,1921,999999,71
325,"Banco de España",POINT(-3.69464746701775 40.4191392938703),1922,1924,999999,71
331,"Ópera",POINT(-3.70952859422641 40.4181900939557),1923,1925,999999,71
289,"Los Jardínes",POINT(-66.9181845507373 10.4574208129171),0,0,999999,34
320,"Atocha Renfe",POINT(-3.68854541861145 40.4066622268584),1986,1988,999999,71
327,"Príncipe de Vergara",POINT(-3.68028280238781 40.4227684541987),1922,1924,999999,71
321,"Menéndez Pelayo",POINT(-3.68090925776619 40.4043323929234),1921,1923,999999,71
339,"Tetuán",POINT(-3.69840655025175 40.4607160218128),1927,1929,999999,71
310,"Gran Vía",POINT(-3.70157557841449 40.4200094969584),1916,1919,999999,71
312,"Bilbao",POINT(-3.70230036020973 40.4289325990865),1916,1919,99999,71
323,"Puente de Vallecas",POINT(-3.66928414435077 40.3984283335424),1921,1923,999999,71
336,"Príncipe Pío",POINT(-3.71954178751429 40.4206218085954),1923,1925,999999,71
329,"Manuel Becerra",POINT(-3.6687639221031 40.4281816478447),1922,1924,999999,71
345,"Sol",POINT(-3.70364997472831 40.4169176584359),1922,1924,999999,71
338,"Canal",POINT(-3.7042395349219 40.4386927341549),1996,1998,999999,71
341,"Alvarado",POINT(-3.70348865992955 40.4505261439731),1927,1929,999999,71
343,"Diego de León",POINT(-3.67492071576828 40.4347094715042),1930,1932,1944,71
346,"Lavapiés",POINT(-3.70091829079797 40.4084321336129),1933,1936,999999,71
344,"Sol",POINT(-3.70370339871627 40.4168464218509),1933,1936,999999,71
347,"Embajadores",POINT(-3.7023906582308 40.4050256372092),1933,1936,999999,71
348,"Argüelles",POINT(-3.71616759766323 40.4306014892002),1941,1944,999999,71
349,"San Bernardo",POINT(-3.70572413933459 40.4295613626275),1941,1944,999999,71
350,"Bilbao",POINT(-3.70211285001079 40.4289112753481),1941,1944,999999,71
351,"Alonso Martínez",POINT(-3.69586629549343 40.4276110819376),1941,1944,999999,71
352,"Colón",POINT(-3.69181230511427 40.4258690533847),1941,1944,999999,71
355,"Goya",POINT(-3.67621213724254 40.4249030036648),1944,1944,999999,71
353,"Serrano",POINT(-3.68751779889226 40.4253861054894),1941,1944,999999,71
356,"Lista",POINT(-3.67528823252758 40.4293467898352),1944,1944,999999,71
562,"La Poveda",POINT(-3.47613957458242 40.3187282381643),1995,1999,999999,71
354,"Velázquez",POINT(-3.68340580542016 40.425226942462),1941,1944,999999,71
563,"Rivas Vaciamadrid",POINT(-3.51855195023899 40.3265279780936),1995,1999,999999,71
565,"Rivas Urbanizaciones",POINT(-3.54765317396249 40.366979013883),1995,1999,999999,71
359,"Plaza de España",POINT(-3.71096953872043 40.4236041081663),1939,1941,999999,71
566,"Mirasierra",POINT(-3.71615869924679 40.4907654786137),2009,2011,999999,71
363,"Palos de la Frontera",POINT(-3.69548381461905 40.4031337049099),1946,1949,999999,71
567,"Paco de Lucía",POINT(-3.70871438668087 40.4994039710596),2012,2015,999999,71
364,"Delicias",POINT(-3.69514254871638 40.391261619253),1946,1951,999999,71
357,"Diego de León",POINT(-3.67480190079453 40.4347159145611),1944,1944,999999,71
568,"Tres Olivos",POINT(-3.69529014914542 40.5008945787027),2004,2007,999999,71
569,"Hospital Infanta Sofía",POINT(-3.61365403635867 40.5575987003522),2003,2007,999999,71
570,"Reyes Católicos",POINT(-3.62463417590629 40.5511184940151),2003,2007,999999,71
266,Pirque (Providencia),POINT(-70.6332156898889 -33.4375895477819),1893,1895,1942,4
281,La Capilla,POINT(-70.7423116550005 -33.4150315038214),1903,1903,1934,4
205,"Chile-España",POINT(-70.5974751849601 -33.4550026184204),2012,2019,999999,4
13538,52nd Street,POINT(-74.0156200883369 40.6464643322242),1893,1893,1940,206
243,"Macul",POINT(-70.5900885437644 -33.5092529805845),2002,2006,999999,4
214,"Bio Bio",POINT(-70.6425767048596 -33.4763547562143),2012,2017,999999,4
305,"Clot",POINT(2.18658040908898 41.4101055012197),0,1997,999999,14
307,"Sant Martí",POINT(2.20019338667944 41.4186511859781),0,1997,999999,14
265,"Nos",POINT(-70.7049925591701 -33.6329203200642),2010,2017,999999,4
261,"Freire",POINT(-70.698568215483 -33.5865040246615),2014,2017,999999,4
260,"Lo Blanco",POINT(-70.6983757593563 -33.572719163611),2010,2017,999999,4
259,"Pedro Aguirre Cerda",POINT(-70.6818510283446 -33.4928061580048),2014,2017,999999,4
257,"Lo Valledor",POINT(-70.6807465041038 -33.4777800935548),2016,2017,999999,4
303,"Sagrada Familia",POINT(2.17460280748455 41.4043578581298),0,1995,999999,14
571,"Baunatal",POINT(-3.63559944711028 40.5543179799647),2003,2007,999999,71
572,"Manuel de Falla",POINT(-3.6475843422009 40.5499920550245),2003,2007,999999,71
382,"Urgel",POINT(-3.72413086435577 40.3930976039331),1963,1968,999999,71
390,"Ciudad Lineal",POINT(-3.63816042277983 40.4379088150799),1960,1964,1970,71
392,"Quintana",POINT(-3.64731281791688 40.4335610456531),1960,1964,1970,71
360,"Callao",POINT(-3.70603972396341 40.4202473242182),1939,1941,999999,71
381,"Oporto",POINT(-3.73145920103542 40.3887880366129),1963,1968,999999,71
393,"Pueblo Nuevo",POINT(-3.64282055530731 40.4356763569265),1960,1964,1970,71
394,"Ciudad Lineal",POINT(-3.63807928830167 40.4378772309227),1970,1970,999999,71
377,"Valdeacederas",POINT(-3.6950962961977 40.464533486071),1956,1961,999999,71
358,"Argüelles",POINT(-3.71630144796805 40.4306309765419),1939,1941,999999,71
380,"Vista Alegre",POINT(-3.73977107357271 40.3889529687256),1963,1968,999999,71
376,"Plaza de Castilla",POINT(-3.69004342550704 40.4658888217434),1956,1961,999999,71
361,"Ventura Rodríguez",POINT(-3.71367671025379 40.4270601939635),1939,1941,999999,71
395,"Pueblo Nuevo",POINT(-3.64278635586339 40.4356350254351),1970,1970,999999,71
362,"Delicias",POINT(-3.69411488023914 40.3994486735794),1946,1949,999999,71
372,"Empalme",POINT(-3.76558524330221 40.3907861927375),1956,1961,2002,71
378,"Portazgo",POINT(-3.65888463427672 40.3929352969482),1959,1962,999999,71
379,"Nueva Numancia",POINT(-3.66422024778154 40.3956985565527),1959,1962,999999,71
398,"Gran Vía",POINT(-3.70142977229494 40.4201085382613),1965,1970,999999,71
418,"",POINT(-3.65650281451389 40.4557814675725),1975,1979,999999,71
369,"Príncipe Pío",POINT(-3.71960514470285 40.420350736686),1996,1996,999999,71
371,"Campamento",POINT(-3.76793471691903 40.3947689860378),1956,1961,2002,71
368,"Lago",POINT(-3.73538739677207 40.4164873825149),1959,1961,999999,71
366,"Batán",POINT(-3.7530874874291 40.4078652616707),1959,1961,999999,71
399,"Chueca",POINT(-3.69762753479509 40.4227265937567),1965,1970,999999,71
367,"Casa de Campo",POINT(-3.76147329578538 40.4036929303926),2002,2002,999999,71
420,"Pacífico",POINT(-3.67492554112593 40.4011269725913),1979,1979,999999,71
417,"",POINT(-3.64618433363725 40.459208780749),1975,1979,999999,71
410,"Aluche",POINT(-3.76086077866316 40.3858152713559),2002,2002,999999,71
400,"Alonso Martínez",POINT(-3.69562401539764 40.4278229165978),1965,1970,999999,71
370,"Plaza de España",POINT(-3.71113992079776 40.4235882519848),1965,1961,999999,71
374,"Eugenia de Montijo",POINT(-3.7511291741171 40.3846323889578),1997,1999,999999,71
416,"",POINT(-3.67818355180839 40.4381033769295),1969,1973,999999,71
411,"Empalme",POINT(-3.76554090117671 40.3907970105014),2002,2002,999999,71
388,"Ópera",POINT(-3.70948921078619 40.418021619504),1963,1968,999999,71
401,"Rubén Darío",POINT(-3.69003298053323 40.4329191544849),1965,1970,999999,71
387,"Latina",POINT(-3.70816856270972 40.4118265422791),1963,1968,999999,71
375,"Moncloa",POINT(-3.71955054027242 40.4352021299387),1960,1963,999999,71
386,"Puerta de Toledo",POINT(-3.71083615513203 40.406469718066),1963,1968,999999,71
415,"",POINT(-3.67445054794138 40.4439323134138),1969,1973,999999,71
385,"Acacias",POINT(-3.70589019874546 40.4040837754385),1963,1968,999999,71
430,"Oporto",POINT(-3.73201881686282 40.3887269631629),1981,1981,999999,71
384,"Pirámides",POINT(-3.71088794525551 40.4026640008422),1963,1968,999999,71
383,"Marques de Vadillo",POINT(-3.7164513121819 40.3974711249593),1963,1968,999999,71
414,"",POINT(-3.66801759866991 40.4483429687503),1969,1973,999999,71
402,"Núñez de Balboa",POINT(-3.68296859753721 40.4327610574939),1965,1970,999999,71
391,"El Carmen",POINT(-3.65765227432635 40.4318816515062),1960,1964,1970,71
397,"El Carmen",POINT(-3.65762802825017 40.4318084804876),1970,1970,999999,71
396,"Quintana",POINT(-3.6472692773327 40.4335146101508),1970,1970,999999,71
403,"Diego de León",POINT(-3.67403006398078 40.4323227608033),1965,1970,999999,71
437,"Carpetana",POINT(-3.74073187461394 40.3928186284832),1983,1983,999999,71
409,"El Capricho",POINT(-3.59279215095751 40.4544823844842),2003,2006,999999,71
404,"Ventas",POINT(-3.66248002337281 40.4312472364776),1970,1970,999999,71
408,"Alameda de Osuna",POINT(-3.58815856339189 40.4576149247077),2003,2006,999999,71
405,"Canillejas",POINT(-3.60916607338771 40.4486716432877),1975,1980,999999,71
406,"Torre Arias",POINT(-3.61700406128233 40.4437271131881),1975,1980,999999,71
407,"Suanzes",POINT(-3.62746336584797 40.4408774404242),1975,1980,999999,71
373,"Aluche",POINT(-3.7608247018498 40.3857413428249),1959,1961,2002,71
413,"Carabanchel",POINT(-3.74481300061365 40.3879771339444),1968,1968,999999,71
412,"Campamento",POINT(-3.76793905458644 40.3947924403634),2002,2002,999999,71
365,"Carabanchel",POINT(-3.74480684609537 40.388033564123),1959,1961,1968,71
439,"Metropolitano",POINT(-3.71817380764026 40.4467672447276),1987,1987,999999,71
419,"",POINT(-3.66151607478434 40.4532587881874),1975,1979,999999,71
433,"Usera",POINT(-3.70712579136227 40.3869686917732),1981,1981,999999,71
421,"Conde de Casal",POINT(-3.67021818148854 40.4066374346734),1979,1979,999999,71
436,"Laguna",POINT(-3.74439537621853 40.3991560340321),1983,1983,999999,71
422,"Cuatro Caminos",POINT(-3.70391538538786 40.4469637683083),1975,1979,999999,71
564,"Rivas Futura",POINT(-3.52512056483329 40.341216520841),2006,2008,999999,71
438,"Guzmán el Bueno",POINT(-3.71232192257847 40.4464801075822),1987,1987,999999,71
429,"Sainz de Baranda",POINT(-3.66950885118015 40.415246795905),1979,1979,999999,71
434,"Plaza Elíptica",POINT(-3.71766207038931 40.38525148534),1981,1981,999999,71
431,"Méndez Álvaro",POINT(-3.68032478443675 40.3957949260486),1981,1981,999999,71
428,"O'Donell",POINT(-3.66893912080005 40.4227710029411),1979,1979,999999,71
427,"Manuel Becerra",POINT(-3.66856214758533 40.4278178543338),1979,1979,999999,71
426,"Diego de León",POINT(-3.67385667572671 40.4338787332138),1979,1979,999999,71
432,"Legazpi",POINT(-3.69499572868756 40.3910819588125),1981,1981,999999,71
435,"Opañel",POINT(-3.72312044271027 40.3869605366423),1981,1981,999999,71
425,"Avenida de América",POINT(-3.67806164904374 40.4381990678098),1979,1979,999999,71
424,"República Argentina",POINT(-3.68392056922812 40.443668043745),1979,1979,999999,71
442,"",POINT(-3.67742578140695 40.437486965324),1971,1975,999999,71
445,"Ascao",POINT(-3.64054619549239 40.4302659631203),1971,1974,999999,71
389,"Callao",POINT(-3.70617464315399 40.4204267821118),1963,1968,999999,71
448,"San Blas",POINT(-3.61541872410029 40.4279263692532),1971,1974,999999,71
423,"Nuevos Ministerios",POINT(-3.69136930662805 40.4462497285495),1979,1979,999999,71
573,"Marqués de Valdavia",POINT(-3.63754305186148 40.541420292039),2003,2007,999999,71
574,"La Moraleja",POINT(-3.63598443867588 40.5319392644662),2003,2007,999999,71
447,"Simancas",POINT(-3.62531750572333 40.4281073924171),1971,1974,999999,71
576,"Ronda de la Comunicación",POINT(-3.66320900445302 40.5145611100403),2003,2007,999999,71
577,"Las Tablas",POINT(-3.67017296704955 40.5082472678017),2003,2007,999999,71
581,"Jarama",POINT(-3.52500816712464 40.4225867513086),2003,2007,999999,71
584,"Coslada",POINT(-3.56106620009552 40.4240851813182),2003,2007,999999,71
444,"Pueblo Nuevo",POINT(-3.64416448697364 40.4349794673093),1974,1974,999999,71
440,"Ciudad Universitaria",POINT(-3.7263743389255 40.44399844459),1987,1987,999999,71
471,"Alto de Extremadura",POINT(-3.73836811540116 40.4098760196009),1995,1995,999999,71
472,"Lucero",POINT(-3.74509702563697 40.4044727640868),1995,1995,999999,71
443,"",POINT(-3.67253982112575 40.4392148226437),1971,1975,999999,71
470,"Puerta del Ángel",POINT(-3.72747951520887 40.413881601435),1995,1995,999999,71
441,"",POINT(-3.65225683586999 40.4395566041629),1971,1975,999999,71
469,"Principe Pío",POINT(-3.71995611459243 40.4204154264579),1995,1995,999999,71
468,"Argüelles",POINT(-3.71659165953005 40.4305437747466),1995,1995,999999,71
467,"Moncloa",POINT(-3.7197772232453 40.4351370714218),1995,1995,999999,71
449,"Las Musas",POINT(-3.60781761735828 40.4331530804476),1971,1974,999999,71
446,"García Noblejas",POINT(-3.63307592229305 40.4286774033999),1971,1974,999999,71
466,"Nuevos Ministerios",POINT(-3.69111135921423 40.4463333941557),1977,1982,999999,71
464,"Cuzco",POINT(-3.68990726442291 40.4590341733224),1977,1982,1998,71
483,"Avenida de la Ilustración",POINT(-3.71851575422224 40.4802836194795),1995,1999,999999,71
502,"Fuencarral",POINT(-3.69228805638937 40.4953714764286),1998,1998,99999,71
465,"Lima",POINT(-3.69072778451522 40.4521098708447),1977,1982,1998,71
460,"Fuencarral",POINT(-3.69240753416153 40.4953226683161),1977,1982,1998,71
474,"Tribunal",POINT(-3.70096696609033 40.4255790273312),1978,1981,999999,71
454,"Herrera Oria",POINT(-3.70859178309897 40.4852493487664),1979,1983,999999,71
453,"Barrio del Pilar",POINT(-3.7028846617132 40.4759806868136),1979,1983,999999,71
473,"Alonso Martínez",POINT(-3.69583781894838 40.4279503398522),1978,1981,999999,71
513,"",POINT(-3.66959542041414 40.4151803941198),1977,1980,999999,71
452,"Ventilla",POINT(-3.69580286426336 40.4695935041755),1979,1983,999999,71
451,"",POINT(-3.68957393522868 40.4663174615868),1979,1983,999999,71
482,"Lacoma",POINT(-3.72295109990222 40.4849407315821),1995,1999,999999,71
512,"Puerta del Sur",POINT(-3.81210199287185 40.3452661828056),2000,2003,999999,71
500,"Barajas",POINT(-3.58245950545844 40.4757341409817),1995,1999,999999,71
475,"Nuevos Ministerios",POINT(-3.69123928465805 40.4460903079918),1998,1998,999999,71
480,"Pitis",POINT(-3.72659018746535 40.4946587427079),1995,1999,999999,71
456,"Pío XII",POINT(-3.67609022231059 40.4627531428713),1979,1983,999999,71
481,"Canal",POINT(-3.70454537821442 40.4387880479914),1995,1999,999999,71
457,"Colombia",POINT(-3.67688833599692 40.4568661986709),1979,1983,999999,71
476,"Gregorio Marañón",POINT(-3.69131334883346 40.4380198706093),1996,1998,999999,71
458,"Concha Espina",POINT(-3.67757113250261 40.4508694812448),1979,1983,999999,71
511,"Joaquín Vislumbrales",POINT(-3.80612334221445 40.3511848978782),2000,2003,999999,71
459,"Cruz del Rayo",POINT(-3.67837955506477 40.4443504767077),1979,1983,999999,71
455,"Duque de Pastrana",POINT(-3.67905792996973 40.4676552617096),1979,1983,999999,71
499,"Aeropuerto T1-T2-T3",POINT(-3.56840977793044 40.4684791002087),1995,1998,999999,71
450,"Avenida de América",POINT(-3.67915716976245 40.4379796082695),1979,1983,999999,71
477,"Avenida de América",POINT(-3.67785854187449 40.4374403517784),1984,1986,1996,71
510,"Aviación Española",POINT(-3.78361075716464 40.3837357594097),2005,2007,999999,71
498,"Campo de las Naciones",POINT(-3.6163507666511 40.4637152388367),1995,1998,999999,71
489,"Islas Filipinas",POINT(-3.71297049106113 40.4391027064458),1995,1999,999999,71
488,"Guzmán el Bueno",POINT(-3.71282596698495 40.4463345968285),1995,1999,999999,71
508,"Colonia Jardín",POINT(-3.77420023639971 40.3969071296483),2000,2002,999999,71
479,"Gregorio Marañón",POINT(-3.69084482787068 40.438214124016),1996,1998,999999,71
497,"Mar de Cristal",POINT(-3.6379415306304 40.4695617482058),1995,1998,999999,71
487,"Francos Rodríguez",POINT(-3.71148911972011 40.4576303723299),1995,1999,999999,71
478,"Alonso Cano",POINT(-3.69947574208442 40.4385576023228),1996,1998,999999,71
503,"Santiago Bernabéu",POINT(-3.69051144474099 40.4520928819335),1998,1998,999999,71
486,"Valdezarza",POINT(-3.71517190350411 40.4648445551167),1995,1999,999999,71
494,"Nuevos Ministerios",POINT(-3.69102950489318 40.4463553244344),1995,2002,999999,71
506,"Chamartín",POINT(-3.68323010388445 40.4730853636298),1998,1998,999999,71
490,"Canillas",POINT(-3.6352235475116 40.4635954328308),1995,1998,999999,71
484,"Peña Grande",POINT(-3.71552827916301 40.4744744593278),1995,1999,999999,71
495,"Colombia",POINT(-3.67698100323639 40.4570249825463),1995,2002,999999,71
485,"Antonio Mahado",POINT(-3.71719030569028 40.470296656814),1995,1999,999999,71
462,"Chamartín",POINT(-3.68338420813711 40.4731498491458),1977,1982,1998,71
491,"Mar de Cristal",POINT(-3.63823027634132 40.4694659680436),1995,1998,999999,71
492,"San Lorenzo",POINT(-3.63945394504418 40.475006137277),1995,1998,999999,71
504,"Cuzco",POINT(-3.68974775274188 40.4590201036889),1998,1998,999999,71
493,"Parque de Santa María",POINT(-3.64543244087773 40.4771869073035),1995,1998,999999,71
496,"Pinar de Rey",POINT(-3.64871658226144 40.4678913688752),2004,2007,999999,71
501,"Aeropuerto T4",POINT(-3.5936085278679 40.4915867418003),2004,2007,999999,71
505,"Plaza de Castilla",POINT(-3.6891051269277 40.4660528834901),1998,1998,999999,71
463,"Plaza de Castilla",POINT(-3.68929726799132 40.4660285032252),1977,1982,1998,71
507,"Begoña",POINT(-3.68557969028936 40.4801674695157),1998,1998,999999,71
461,"Begoña",POINT(-3.68568572414455 40.4801333891349),1977,1982,1998,71
509,"Cuatro Vientos",POINT(-3.79173674483741 40.3783235608523),2000,2003,999999,71
514,"1977",POINT(-3.66050911073813 40.4110550825566),1977,1980,999999,71
515,"Vinateros",POINT(-3.65249969705124 40.4103632353517),1977,1980,999999,71
516,"Artilleros",POINT(-3.64182414169338 40.4052894719254),1977,1980,999999,71
517,"Pavones",POINT(-3.63522815395496 40.4007278833245),1977,1980,999999,71
518,"Príncipe de Vergara",POINT(-3.68026774536781 40.4229173474927),1980,1986,999999,71
519,"Ibiza",POINT(-3.67859836098469 40.4184215431089),1980,1986,999999,71
520,"Núñez de Balboa",POINT(-3.67978833005654 40.4314975801364),1980,1986,999999,71
523,"Buenos Aires",POINT(-3.6540020445004 40.3916032997489),1990,1994,999999,71
522,"Alto del Arenal",POINT(-3.64720107927212 40.3904960056928),1990,1994,999999,71
525,"Congosto",POINT(-3.61887650782552 40.3723010250777),1995,1999,999999,71
526,"Villa de Vallecas",POINT(-3.62139166843687 40.3794380704789),1995,1999,999999,71
575,"La Granja",POINT(-3.65885430569932 40.5274906928485),2003,2007,999999,71
529,"San Cipriano",POINT(-3.60364080720598 40.4040400020464),1995,1999,999999,71
578,"Montecarmelo",POINT(-3.69474740024728 40.5063796434582),2003,2007,999999,71
531,"Plaza Elíptica",POINT(-3.71776319537869 40.3852795877181),1995,1998,999999,71
582,"San Fernando",POINT(-3.53582456444792 40.4248703519527),2003,2007,999999,71
536,"Parque Oeste",POINT(-3.84943560532298 40.345576633023),1999,2003,999999,71
585,"Barrio del Puerto",POINT(-3.56989712695096 40.42305008495),2003,2007,999999,71
538,"Móstoles",POINT(-3.86388262154824 40.3286297030293),1999,2003,999999,71
540,"Hospital de Móstoles",POINT(-3.8742989523611 40.3160494904912),1999,2003,999999,71
542,"Loranca",POINT(-3.83777528869081 40.2968012844429),1999,2003,999999,71
524,"Sierra de Guadalupe",POINT(-3.62488119438879 40.382069449402),1995,1999,999999,71
550,"Getafe Central",POINT(-3.73400262350577 40.3097035073808),1999,2003,999999,71
527,"Valdebernardo",POINT(-3.62146358281788 40.400324206548),1995,1999,999999,71
579,"Hospital del Henares",POINT(-3.53622467545986 40.4181713678819),2003,2008,999999,71
528,"Puerta de Arganda",POINT(-3.59560898066377 40.4012131384159),1995,1999,999999,71
551,"Juan de la Cierva",POINT(-3.72294122090523 40.3115503546557),1999,2003,999999,71
530,"Vicálvaro",POINT(-3.60931033182305 40.4041684930316),1995,1999,999999,71
580,"Henares",POINT(-3.52688661105498 40.4177196736599),2003,2007,999999,71
552,"El Casar",POINT(-3.71021298903545 40.3183905856106),1999,2003,999999,71
583,"La Rambla",POINT(-3.54780833049912 40.4254905448552),2003,2007,999999,71
533,"Pan Bendito",POINT(-3.73446367314486 40.3759798551292),1995,1998,999999,71
553,"Los Espartales",POINT(-3.71913542621391 40.3246306577205),1999,2003,999999,71
532,"Abrantes",POINT(-3.72814814437442 40.3809318205832),1995,1998,999999,71
586,"Estadio Olímpico",POINT(-3.6018061696806 40.4338364993151),2003,2007,999999,71
534,"Parque Lisboa",POINT(-3.82080609256914 40.3494887065847),1999,2003,999999,71
554,"El Bercial",POINT(-3.7295136941965 40.3292280990398),1999,2003,999999,71
535,"Alcorcón Central",POINT(-3.83183134680326 40.3500121359204),1999,2003,999999,71
555,"El Carrascal",POINT(-3.74012421612753 40.3366000140319),1999,2003,999999,71
537,"Universidad Rey Juan Carlos",POINT(-3.87203182086697 40.3349910599366),1999,2003,999999,71
539,"Pradillo",POINT(-3.86467788580794 40.3219880106433),1999,2003,999999,71
556,"Juan Besteiro",POINT(-3.75425823062338 40.3346711869289),1999,2003,999999,71
541,"Manuela Malasaña",POINT(-3.86450274291948 40.3089930782963),1999,2003,999999,71
557,"Casa del Reloj",POINT(-3.76016239725541 40.325678502606),1999,2003,999999,71
543,"Hospital de Fuenlabrada",POINT(-3.81706226984207 40.2856618740342),1999,2003,999999,71
544,"Parque Europa",POINT(-3.80570876811217 40.2850041713918),1999,2003,999999,71
558,"Hospital Severo Ochoa",POINT(-3.76898260065119 40.3222335723341),1999,2003,999999,71
546,"Parque de los Estados",POINT(-3.78732403268455 40.2864822789997),1999,2003,999999,71
559,"Leganés Central",POINT(-3.77180217386609 40.3280485126121),1999,2003,999999,71
547,"Arroyo Culebro",POINT(-3.75663261947764 40.2884456490503),1999,2003,999999,71
548,"Conservatorio",POINT(-3.74614959078684 40.2926919016776),1999,2003,999999,71
560,"San Nicasio",POINT(-3.77552545639483 40.336094902293),1999,2003,999999,71
549,"Alonso de Mendoza",POINT(-3.73693175528598 40.2996121702053),1999,2003,999999,71
587,"Pinar de Chamartín",POINT(-3.66726743071368 40.4801496136658),2003,2007,999999,71
