id,section_id,line_id,created_at,updated_at,city_id
6338,6322,692,2018-05-02 04:09:46.736634,2018-05-02 04:09:46.736634,77
6339,6322,700,2018-05-02 04:09:46.740245,2018-05-02 04:09:46.740245,77
6340,6323,692,2018-05-02 04:09:46.765396,2018-05-02 04:09:46.765396,77
6341,6325,692,2018-05-02 04:09:46.786376,2018-05-02 04:09:46.786376,77
6355,6457,716,2018-05-02 04:35:51.086598,2018-05-02 04:35:51.086598,77
6432,865,1089,2018-05-22 23:34:07.877843,2018-05-22 23:34:07.877843,110
6449,6516,1094,2018-05-23 18:31:17.263465,2018-05-23 18:31:17.263465,114
7701,4899,860,2018-08-18 20:48:21.04957,2018-08-18 20:48:21.04957,111
7702,4899,855,2018-08-18 20:48:50.018192,2018-08-18 20:48:50.018192,111
7704,4828,856,2018-08-18 20:50:47.217991,2018-08-18 20:50:47.217991,111
7705,4828,860,2018-08-18 20:51:19.704349,2018-08-18 20:51:19.704349,111
7706,4828,855,2018-08-18 20:51:29.824972,2018-08-18 20:51:29.824972,111
7707,4830,860,2018-08-18 20:52:07.124107,2018-08-18 20:52:07.124107,111
7708,7593,1212,2018-08-30 21:08:14.426457,2018-08-30 21:08:14.426457,110
7709,7593,1213,2018-08-30 21:08:14.439495,2018-08-30 21:08:14.439495,110
7710,7593,1214,2018-08-30 21:08:14.447316,2018-08-30 21:08:14.447316,110
7711,7595,1212,2018-08-30 21:08:14.540237,2018-08-30 21:08:14.540237,110
7712,7595,1213,2018-08-30 21:08:14.547477,2018-08-30 21:08:14.547477,110
7713,7595,1214,2018-08-30 21:08:14.563296,2018-08-30 21:08:14.563296,110
7714,7596,1212,2018-08-30 21:08:14.61213,2018-08-30 21:08:14.61213,110
7715,7596,1213,2018-08-30 21:08:14.625217,2018-08-30 21:08:14.625217,110
7716,7596,1214,2018-08-30 21:08:14.634486,2018-08-30 21:08:14.634486,110
7717,7599,1212,2018-08-30 21:08:14.785031,2018-08-30 21:08:14.785031,110
7718,7599,1213,2018-08-30 21:08:14.80005,2018-08-30 21:08:14.80005,110
7719,7599,1214,2018-08-30 21:08:14.811621,2018-08-30 21:08:14.811621,110
7720,7597,1212,2018-08-30 21:08:39.893887,2018-08-30 21:08:39.893887,110
7721,7597,1213,2018-08-30 21:08:39.919516,2018-08-30 21:08:39.919516,110
7722,7597,1214,2018-08-30 21:08:39.927151,2018-08-30 21:08:39.927151,110
7723,7598,1212,2018-08-30 21:09:06.764841,2018-08-30 21:09:06.764841,110
7724,7598,1213,2018-08-30 21:09:06.774258,2018-08-30 21:09:06.774258,110
7725,7598,1214,2018-08-30 21:09:06.791646,2018-08-30 21:09:06.791646,110
7726,7594,1212,2018-08-30 21:09:06.827714,2018-08-30 21:09:06.827714,110
7727,7594,1213,2018-08-30 21:09:06.836204,2018-08-30 21:09:06.836204,110
7728,7594,1214,2018-08-30 21:09:06.846894,2018-08-30 21:09:06.846894,110
7745,7611,1214,2018-08-30 21:17:11.16942,2018-08-30 21:17:11.16942,110
7746,7612,1214,2018-08-30 21:17:11.201883,2018-08-30 21:17:11.201883,110
7747,7613,1212,2018-08-30 21:17:11.224413,2018-08-30 21:17:11.224413,110
7748,7613,1213,2018-08-30 21:17:11.230774,2018-08-30 21:17:11.230774,110
7749,7615,1212,2018-08-30 21:17:11.289802,2018-08-30 21:17:11.289802,110
7750,7615,1213,2018-08-30 21:17:11.304442,2018-08-30 21:17:11.304442,110
7751,7615,1214,2018-08-30 21:17:11.313277,2018-08-30 21:17:11.313277,110
7752,7617,1212,2018-08-30 21:17:11.374007,2018-08-30 21:17:11.374007,110
7753,7617,1213,2018-08-30 21:17:11.379261,2018-08-30 21:17:11.379261,110
7754,7618,1212,2018-08-30 21:17:11.41617,2018-08-30 21:17:11.41617,110
7755,7618,1213,2018-08-30 21:17:11.427463,2018-08-30 21:17:11.427463,110
7756,7614,1212,2018-08-30 21:17:34.966435,2018-08-30 21:17:34.966435,110
7757,7614,1213,2018-08-30 21:17:34.986043,2018-08-30 21:17:34.986043,110
7758,7616,1212,2018-08-30 21:17:44.383875,2018-08-30 21:17:44.383875,110
7759,7616,1213,2018-08-30 21:17:44.401199,2018-08-30 21:17:44.401199,110
7760,7620,1212,2018-08-30 21:25:28.862426,2018-08-30 21:25:28.862426,110
7761,7620,1213,2018-08-30 21:25:28.87962,2018-08-30 21:25:28.87962,110
7762,7620,1214,2018-08-30 21:25:28.889032,2018-08-30 21:25:28.889032,110
7763,7621,1212,2018-08-30 21:25:28.929077,2018-08-30 21:25:28.929077,110
7764,7621,1213,2018-08-30 21:25:28.94186,2018-08-30 21:25:28.94186,110
7765,7621,1214,2018-08-30 21:25:28.953954,2018-08-30 21:25:28.953954,110
7766,7622,1212,2018-08-30 21:25:29.010182,2018-08-30 21:25:29.010182,110
7767,7622,1213,2018-08-30 21:25:29.016436,2018-08-30 21:25:29.016436,110
7768,7622,1214,2018-08-30 21:25:29.021717,2018-08-30 21:25:29.021717,110
7769,7623,1212,2018-08-30 21:25:29.047893,2018-08-30 21:25:29.047893,110
7770,7623,1213,2018-08-30 21:25:29.053158,2018-08-30 21:25:29.053158,110
7771,7623,1214,2018-08-30 21:25:29.058611,2018-08-30 21:25:29.058611,110
7772,7625,1212,2018-08-30 21:25:29.099358,2018-08-30 21:25:29.099358,110
7773,7625,1213,2018-08-30 21:25:29.104308,2018-08-30 21:25:29.104308,110
7774,7625,1214,2018-08-30 21:25:29.110505,2018-08-30 21:25:29.110505,110
7775,7626,1212,2018-08-30 21:25:29.135632,2018-08-30 21:25:29.135632,110
7776,7626,1213,2018-08-30 21:25:29.143861,2018-08-30 21:25:29.143861,110
7777,7626,1214,2018-08-30 21:25:29.15214,2018-08-30 21:25:29.15214,110
7778,7627,1212,2018-08-30 21:25:29.203406,2018-08-30 21:25:29.203406,110
7779,7627,1213,2018-08-30 21:25:29.218561,2018-08-30 21:25:29.218561,110
7780,7627,1214,2018-08-30 21:25:29.231981,2018-08-30 21:25:29.231981,110
7781,7619,1212,2018-08-30 21:26:11.571602,2018-08-30 21:26:11.571602,110
7782,7619,1213,2018-08-30 21:26:11.578227,2018-08-30 21:26:11.578227,110
7783,7619,1214,2018-08-30 21:26:11.585318,2018-08-30 21:26:11.585318,110
7784,7624,1212,2018-08-30 21:26:11.610152,2018-08-30 21:26:11.610152,110
7785,7624,1213,2018-08-30 21:26:11.61717,2018-08-30 21:26:11.61717,110
7786,7624,1214,2018-08-30 21:26:11.622619,2018-08-30 21:26:11.622619,110
7787,7628,1212,2018-08-30 21:27:07.737013,2018-08-30 21:27:07.737013,110
7788,7628,1213,2018-08-30 21:27:07.75967,2018-08-30 21:27:07.75967,110
7789,7628,1214,2018-08-30 21:27:07.774685,2018-08-30 21:27:07.774685,110
7790,7629,1212,2018-08-30 21:27:07.862682,2018-08-30 21:27:07.862682,110
7791,7629,1213,2018-08-30 21:27:07.868568,2018-08-30 21:27:07.868568,110
7792,7629,1214,2018-08-30 21:27:07.874703,2018-08-30 21:27:07.874703,110
7793,7630,1212,2018-08-30 21:27:27.184064,2018-08-30 21:27:27.184064,110
7794,7630,1213,2018-08-30 21:27:27.19317,2018-08-30 21:27:27.19317,110
7795,7630,1214,2018-08-30 21:27:27.205349,2018-08-30 21:27:27.205349,110
7796,7631,1212,2018-08-30 21:27:50.551837,2018-08-30 21:27:50.551837,110
7797,7631,1213,2018-08-30 21:27:50.5627,2018-08-30 21:27:50.5627,110
7798,7631,1214,2018-08-30 21:27:50.575494,2018-08-30 21:27:50.575494,110
7799,7632,1212,2018-08-30 21:28:23.300206,2018-08-30 21:28:23.300206,110
7800,7632,1213,2018-08-30 21:28:23.325611,2018-08-30 21:28:23.325611,110
4163,4506,683,2017-11-25 22:58:28.372632,2017-11-25 22:58:28.372632,247
4528,4849,849,2017-12-13 17:06:52.706003,2017-12-13 17:06:52.706003,247
4529,4850,849,2017-12-13 17:12:03.338419,2017-12-13 17:12:03.338419,247
4530,4850,848,2017-12-13 17:12:03.342825,2017-12-13 17:12:03.342825,247
4532,4852,848,2017-12-13 17:35:58.977717,2017-12-13 17:35:58.977717,247
4533,4853,850,2017-12-13 17:46:04.632478,2017-12-13 17:46:04.632478,247
4540,4860,860,2017-12-13 21:02:59.682922,2017-12-13 21:02:59.682922,111
4541,4861,834,2017-12-13 21:27:02.044453,2017-12-13 21:27:02.044453,114
4542,4862,834,2017-12-13 21:33:01.611056,2017-12-13 21:33:01.611056,114
4543,4863,834,2017-12-13 21:35:03.389092,2017-12-13 21:35:03.389092,114
4545,4864,865,2017-12-13 21:51:29.086497,2017-12-13 21:51:29.086497,114
4546,4865,865,2017-12-13 21:54:36.098687,2017-12-13 21:54:36.098687,114
4550,4868,847,2017-12-13 22:30:05.57735,2017-12-13 22:30:05.57735,247
4551,4868,851,2017-12-13 22:30:05.582067,2017-12-13 22:30:05.582067,247
4552,4868,852,2017-12-13 22:30:05.587006,2017-12-13 22:30:05.587006,247
4662,4956,872,2018-01-06 05:21:35.798558,2018-01-06 05:21:35.798558,114
5374,5519,964,2018-02-12 22:39:38.540104,2018-02-12 22:39:38.540104,152
5375,5520,964,2018-02-12 22:39:38.576146,2018-02-12 22:39:38.576146,152
5376,5518,964,2018-02-12 22:42:55.943744,2018-02-12 22:42:55.943744,152
5377,4957,964,2018-02-12 22:42:55.975321,2018-02-12 22:42:55.975321,152
5378,5521,890,2018-02-12 22:42:55.987375,2018-02-12 22:42:55.987375,152
5379,5521,964,2018-02-12 22:42:55.99228,2018-02-12 22:42:55.99228,152
5380,5522,890,2018-02-12 22:42:56.014058,2018-02-12 22:42:56.014058,152
5381,5522,964,2018-02-12 22:42:56.018812,2018-02-12 22:42:56.018812,152
5637,5761,985,2018-02-28 20:06:19.609199,2018-02-28 20:06:19.609199,102
5638,5762,985,2018-02-28 20:06:19.638238,2018-02-28 20:06:19.638238,102
5639,5763,985,2018-02-28 20:06:19.659278,2018-02-28 20:06:19.659278,102
5640,5764,985,2018-02-28 20:06:19.689581,2018-02-28 20:06:19.689581,102
6167,6324,699,2018-03-15 01:11:44.196008,2018-03-15 01:11:44.196008,77
6168,6325,700,2018-03-15 01:14:15.231999,2018-03-15 01:14:15.231999,77
6356,6458,657,2018-05-05 22:25:31.29848,2018-05-05 22:25:31.29848,1
6357,6459,657,2018-05-05 22:25:31.37862,2018-05-05 22:25:31.37862,1
6452,6519,1095,2018-05-24 16:51:15.762673,2018-05-24 16:51:15.762673,114
7801,7632,1214,2018-08-30 21:28:23.34025,2018-08-30 21:28:23.34025,110
8034,7836,1240,2018-09-23 20:41:01.662908,2018-09-23 20:41:01.662908,327
8035,7837,1240,2018-09-23 20:41:01.686584,2018-09-23 20:41:01.686584,327
8036,7838,1240,2018-09-23 20:44:27.033125,2018-09-23 20:44:27.033125,327
8037,7839,1240,2018-09-23 20:44:27.058592,2018-09-23 20:44:27.058592,327
8038,7841,1240,2018-09-23 20:44:49.746176,2018-09-23 20:44:49.746176,327
8039,7842,1240,2018-09-23 20:45:07.082676,2018-09-23 20:45:07.082676,327
8040,7840,1241,2018-09-23 20:46:33.288755,2018-09-23 20:46:33.288755,327
8041,7843,1241,2018-09-23 20:47:02.2839,2018-09-23 20:47:02.2839,327
8042,7844,1241,2018-09-23 20:47:02.307167,2018-09-23 20:47:02.307167,327
8043,7845,1241,2018-09-23 20:47:02.3382,2018-09-23 20:47:02.3382,327
8044,7846,1241,2018-09-23 20:47:14.879336,2018-09-23 20:47:14.879336,327
8045,7847,1241,2018-09-23 20:48:02.14927,2018-09-23 20:48:02.14927,327
8046,7848,1241,2018-09-23 20:48:20.897805,2018-09-23 20:48:20.897805,327
8047,7849,1241,2018-09-23 20:48:20.91765,2018-09-23 20:48:20.91765,327
8048,7850,1241,2018-09-23 20:48:34.240139,2018-09-23 20:48:34.240139,327
8049,7851,1241,2018-09-23 20:49:28.845357,2018-09-23 20:49:28.845357,327
8050,7852,1241,2018-09-23 20:49:50.633217,2018-09-23 20:49:50.633217,327
8051,7853,1241,2018-09-23 20:49:50.657338,2018-09-23 20:49:50.657338,327
8052,7854,1241,2018-09-23 20:50:46.543644,2018-09-23 20:50:46.543644,327
8053,7855,1241,2018-09-23 20:50:46.571263,2018-09-23 20:50:46.571263,327
8054,7856,1241,2018-09-23 20:51:09.908005,2018-09-23 20:51:09.908005,327
8055,7857,1241,2018-09-23 20:51:09.930363,2018-09-23 20:51:09.930363,327
8056,7858,1241,2018-09-23 20:51:28.544541,2018-09-23 20:51:28.544541,327
8057,7859,1241,2018-09-23 20:51:41.937444,2018-09-23 20:51:41.937444,327
8058,7860,1241,2018-09-23 20:51:53.925642,2018-09-23 20:51:53.925642,327
8059,7862,1241,2018-09-23 20:52:25.888561,2018-09-23 20:52:25.888561,327
8060,7863,1241,2018-09-23 20:52:40.000381,2018-09-23 20:52:40.000381,327
8061,7864,1241,2018-09-23 20:54:15.375844,2018-09-23 20:54:15.375844,327
8062,7861,1241,2018-09-23 20:54:15.399844,2018-09-23 20:54:15.399844,327
8063,7865,1241,2018-09-23 20:54:35.837096,2018-09-23 20:54:35.837096,327
8064,7866,1241,2018-09-23 20:54:35.859179,2018-09-23 20:54:35.859179,327
8065,7867,1241,2018-09-23 20:56:16.397219,2018-09-23 20:56:16.397219,327
8067,7869,1244,2018-09-23 21:00:03.683916,2018-09-23 21:00:03.683916,327
8068,7870,1244,2018-09-23 21:00:03.728652,2018-09-23 21:00:03.728652,327
8069,7871,1244,2018-09-23 21:00:03.776187,2018-09-23 21:00:03.776187,327
8070,7873,1244,2018-09-23 21:01:18.372117,2018-09-23 21:01:18.372117,327
8071,7874,1244,2018-09-23 21:01:18.41187,2018-09-23 21:01:18.41187,327
8072,7875,1244,2018-09-23 21:01:18.442099,2018-09-23 21:01:18.442099,327
8073,7872,1244,2018-09-23 21:02:03.113868,2018-09-23 21:02:03.113868,327
8074,7877,1248,2018-09-23 21:26:24.092653,2018-09-23 21:26:24.092653,294
8075,7880,1248,2018-09-23 21:26:24.150344,2018-09-23 21:26:24.150344,294
8076,7881,1248,2018-09-23 21:26:24.176911,2018-09-23 21:26:24.176911,294
8077,7882,1248,2018-09-23 21:26:24.20983,2018-09-23 21:26:24.20983,294
8078,7884,1248,2018-09-23 21:26:24.257412,2018-09-23 21:26:24.257412,294
8079,7887,1248,2018-09-23 21:26:24.315195,2018-09-23 21:26:24.315195,294
8080,7888,1248,2018-09-23 21:26:24.339261,2018-09-23 21:26:24.339261,294
8081,7889,1248,2018-09-23 21:28:46.223518,2018-09-23 21:28:46.223518,294
8082,7890,1248,2018-09-23 21:28:46.253328,2018-09-23 21:28:46.253328,294
8083,7891,1248,2018-09-23 21:28:46.277763,2018-09-23 21:28:46.277763,294
8084,7892,1248,2018-09-23 21:28:46.299655,2018-09-23 21:28:46.299655,294
8085,7893,1248,2018-09-23 21:28:46.32152,2018-09-23 21:28:46.32152,294
8086,7894,1248,2018-09-23 21:28:46.342344,2018-09-23 21:28:46.342344,294
8087,7895,1248,2018-09-23 21:29:32.875963,2018-09-23 21:29:32.875963,294
8088,7896,1248,2018-09-23 21:29:32.895993,2018-09-23 21:29:32.895993,294
8089,7897,1248,2018-09-23 21:29:32.915185,2018-09-23 21:29:32.915185,294
8090,7898,1248,2018-09-23 21:29:32.935038,2018-09-23 21:29:32.935038,294
8091,7899,1248,2018-09-23 21:29:32.957054,2018-09-23 21:29:32.957054,294
8092,7900,1248,2018-09-23 21:32:52.495728,2018-09-23 21:32:52.495728,294
8093,7901,1248,2018-09-23 21:32:52.517402,2018-09-23 21:32:52.517402,294
8094,7902,1248,2018-09-23 21:32:52.538013,2018-09-23 21:32:52.538013,294
8095,7903,1248,2018-09-23 21:32:52.557157,2018-09-23 21:32:52.557157,294
8096,7904,1248,2018-09-23 21:32:52.575968,2018-09-23 21:32:52.575968,294
8097,7905,1248,2018-09-23 21:32:52.59403,2018-09-23 21:32:52.59403,294
8098,7906,1248,2018-09-23 21:32:52.613173,2018-09-23 21:32:52.613173,294
8099,7907,1248,2018-09-23 21:32:52.631965,2018-09-23 21:32:52.631965,294
8100,7908,1248,2018-09-23 21:33:25.43114,2018-09-23 21:33:25.43114,294
8101,7909,1248,2018-09-23 21:33:25.452514,2018-09-23 21:33:25.452514,294
8102,7910,1248,2018-09-23 21:33:25.472716,2018-09-23 21:33:25.472716,294
8103,7911,1248,2018-09-23 21:33:25.493927,2018-09-23 21:33:25.493927,294
8104,7912,1248,2018-09-23 21:35:06.017428,2018-09-23 21:35:06.017428,294
8105,7913,1248,2018-09-23 21:35:06.040535,2018-09-23 21:35:06.040535,294
8106,7914,1248,2018-09-23 21:35:06.058758,2018-09-23 21:35:06.058758,294
8107,7915,1248,2018-09-23 21:35:06.077758,2018-09-23 21:35:06.077758,294
8108,7916,1248,2018-09-23 21:35:06.096342,2018-09-23 21:35:06.096342,294
8109,7917,1248,2018-09-23 21:35:06.115856,2018-09-23 21:35:06.115856,294
8110,7918,1248,2018-09-23 21:35:06.135429,2018-09-23 21:35:06.135429,294
8111,7919,1248,2018-09-23 21:35:06.157157,2018-09-23 21:35:06.157157,294
8112,7920,1248,2018-09-23 21:35:06.176928,2018-09-23 21:35:06.176928,294
8113,7921,1248,2018-09-23 21:35:06.197597,2018-09-23 21:35:06.197597,294
8114,7922,1248,2018-09-23 21:35:06.217847,2018-09-23 21:35:06.217847,294
8115,7923,1248,2018-09-23 21:35:06.238093,2018-09-23 21:35:06.238093,294
8116,7924,1248,2018-09-23 21:35:57.834574,2018-09-23 21:35:57.834574,294
4164,4507,683,2017-11-25 23:00:41.026656,2017-11-25 23:00:41.026656,247
4526,4847,856,2017-12-13 15:29:36.344175,2017-12-13 15:29:36.344175,111
4527,4848,850,2017-12-13 17:04:02.067963,2017-12-13 17:04:02.067963,247
4531,4851,849,2017-12-13 17:28:08.723696,2017-12-13 17:28:08.723696,247
4536,4856,861,2017-12-13 19:33:13.36981,2017-12-13 19:33:13.36981,111
4538,4858,861,2017-12-13 19:35:03.920213,2017-12-13 19:35:03.920213,111
4539,4859,861,2017-12-13 19:35:03.938744,2017-12-13 19:35:03.938744,111
4547,4866,847,2017-12-13 22:27:12.175575,2017-12-13 22:27:12.175575,247
4548,4867,847,2017-12-13 22:28:29.615968,2017-12-13 22:28:29.615968,247
4549,4867,851,2017-12-13 22:28:29.621152,2017-12-13 22:28:29.621152,247
4553,4869,847,2017-12-13 22:32:50.135546,2017-12-13 22:32:50.135546,247
4554,4870,847,2017-12-13 22:35:12.698252,2017-12-13 22:35:12.698252,247
4555,4870,852,2017-12-13 22:35:12.703549,2017-12-13 22:35:12.703549,247
4556,4871,847,2017-12-13 22:38:22.593989,2017-12-13 22:38:22.593989,247
4557,4872,851,2017-12-13 22:43:54.874177,2017-12-13 22:43:54.874177,247
4558,4873,851,2017-12-13 22:50:19.896302,2017-12-13 22:50:19.896302,247
4559,4874,852,2017-12-13 22:57:14.376161,2017-12-13 22:57:14.376161,247
4560,4875,852,2017-12-13 22:58:50.014266,2017-12-13 22:58:50.014266,247
4663,4957,889,2018-01-07 18:07:27.555978,2018-01-07 18:07:27.555978,152
4664,4958,889,2018-01-07 18:07:27.584328,2018-01-07 18:07:27.584328,152
4668,4962,890,2018-01-07 18:50:34.465318,2018-01-07 18:50:34.465318,152
4669,4963,890,2018-01-07 18:50:34.485176,2018-01-07 18:50:34.485176,152
5228,5378,953,2018-02-03 20:05:54.598646,2018-02-03 20:05:54.598646,275
5229,5380,953,2018-02-03 20:05:54.614967,2018-02-03 20:05:54.614967,275
5230,5379,953,2018-02-03 20:05:54.633304,2018-02-03 20:05:54.633304,275
5231,5377,953,2018-02-03 20:05:54.646729,2018-02-03 20:05:54.646729,275
5243,5391,953,2018-02-03 23:54:58.036891,2018-02-03 23:54:58.036891,275
5244,5392,953,2018-02-03 23:54:58.050044,2018-02-03 23:54:58.050044,275
5245,5393,953,2018-02-03 23:54:58.061981,2018-02-03 23:54:58.061981,275
5246,5394,953,2018-02-03 23:54:58.074258,2018-02-03 23:54:58.074258,275
5264,5412,953,2018-02-04 00:00:26.227942,2018-02-04 00:00:26.227942,275
5265,5413,953,2018-02-04 00:00:26.242524,2018-02-04 00:00:26.242524,275
5266,5414,953,2018-02-04 00:00:26.255349,2018-02-04 00:00:26.255349,275
5267,5415,953,2018-02-04 00:00:26.268354,2018-02-04 00:00:26.268354,275
5268,5416,953,2018-02-04 00:00:26.280325,2018-02-04 00:00:26.280325,275
5269,5417,953,2018-02-04 00:00:26.294903,2018-02-04 00:00:26.294903,275
5294,5432,953,2018-02-04 00:11:00.271902,2018-02-04 00:11:00.271902,275
5301,5447,953,2018-02-04 00:41:32.933224,2018-02-04 00:41:32.933224,275
5373,5518,890,2018-02-12 22:32:35.832873,2018-02-12 22:32:35.832873,152
5641,5766,267,2018-03-02 15:55:11.207602,2018-03-02 15:55:11.207602,106
5642,5768,267,2018-03-02 15:55:11.225206,2018-03-02 15:55:11.225206,106
6163,6323,700,2018-03-15 01:10:04.244397,2018-03-15 01:10:04.244397,77
6166,6323,699,2018-03-15 01:10:04.254152,2018-03-15 01:10:04.254152,77
6176,6328,697,2018-03-15 01:18:14.659147,2018-03-15 01:18:14.659147,77
6358,4644,85,2018-05-07 15:41:26.701634,2018-05-07 15:41:26.701634,14
6464,36,11,2018-05-26 02:24:00.819177,2018-05-26 02:24:00.819177,1
7802,7633,43,2018-09-04 16:44:22.073052,2018-09-04 16:44:22.073052,4
7803,7634,43,2018-09-04 16:44:22.106482,2018-09-04 16:44:22.106482,4
7804,7635,200,2018-09-07 13:36:10.415889,2018-09-07 13:36:10.415889,4
7805,7636,883,2018-09-07 20:58:33.546038,2018-09-07 20:58:33.546038,91
7806,7637,883,2018-09-07 21:00:59.089032,2018-09-07 21:00:59.089032,91
7807,7638,883,2018-09-07 21:04:59.496941,2018-09-07 21:04:59.496941,91
7808,7639,883,2018-09-07 21:13:54.746883,2018-09-07 21:13:54.746883,91
7809,7640,883,2018-09-07 21:14:46.167834,2018-09-07 21:14:46.167834,91
7810,7641,883,2018-09-07 21:15:44.814873,2018-09-07 21:15:44.814873,91
7811,7642,883,2018-09-07 21:19:48.205873,2018-09-07 21:19:48.205873,91
7812,7643,882,2018-09-07 21:23:58.868698,2018-09-07 21:23:58.868698,91
7813,7644,881,2018-09-07 21:29:08.126871,2018-09-07 21:29:08.126871,91
7814,7645,881,2018-09-07 21:32:24.796326,2018-09-07 21:32:24.796326,91
7815,7646,1216,2018-09-12 17:01:23.253439,2018-09-12 17:01:23.253439,206
7816,7649,1216,2018-09-12 17:13:16.801461,2018-09-12 17:13:16.801461,206
7817,7648,1216,2018-09-12 17:13:27.045098,2018-09-12 17:13:27.045098,206
7818,7647,1216,2018-09-12 17:13:35.65711,2018-09-12 17:13:35.65711,206
7820,7651,1216,2018-09-12 17:25:08.648488,2018-09-12 17:25:08.648488,206
7821,7652,1216,2018-09-12 17:35:39.597404,2018-09-12 17:35:39.597404,206
7822,7655,1216,2018-09-12 19:55:13.423619,2018-09-12 19:55:13.423619,206
7824,7658,1217,2018-09-12 20:17:32.524804,2018-09-12 20:17:32.524804,206
7825,7660,1217,2018-09-12 20:17:37.414493,2018-09-12 20:17:37.414493,206
7826,7659,1217,2018-09-12 20:17:55.374747,2018-09-12 20:17:55.374747,206
7828,7664,1216,2018-09-12 20:45:09.16106,2018-09-12 20:45:09.16106,206
7829,7665,1216,2018-09-12 20:45:09.179317,2018-09-12 20:45:09.179317,206
7830,7677,1219,2018-09-12 21:08:17.281419,2018-09-12 21:08:17.281419,206
7831,7676,1219,2018-09-12 21:08:17.292759,2018-09-12 21:08:17.292759,206
7832,7675,1219,2018-09-12 21:08:17.30396,2018-09-12 21:08:17.30396,206
7833,7674,1219,2018-09-12 21:08:17.315212,2018-09-12 21:08:17.315212,206
7834,7673,1219,2018-09-12 21:08:17.326586,2018-09-12 21:08:17.326586,206
7836,7671,1219,2018-09-12 21:08:17.348384,2018-09-12 21:08:17.348384,206
7837,7670,1219,2018-09-12 21:08:17.358986,2018-09-12 21:08:17.358986,206
7838,7668,1219,2018-09-12 21:08:17.370715,2018-09-12 21:08:17.370715,206
7839,7666,1219,2018-09-12 21:08:17.391008,2018-09-12 21:08:17.391008,206
7840,7678,1219,2018-09-12 21:17:56.321537,2018-09-12 21:17:56.321537,206
7887,7718,1227,2018-09-20 14:15:17.771155,2018-09-20 14:15:17.771155,206
7888,7717,1227,2018-09-20 14:15:17.797623,2018-09-20 14:15:17.797623,206
7889,7679,1227,2018-09-20 14:15:17.823596,2018-09-20 14:15:17.823596,206
7890,7719,1227,2018-09-20 14:35:38.149969,2018-09-20 14:35:38.149969,206
7891,7720,1228,2018-09-20 14:43:31.092474,2018-09-20 14:43:31.092474,206
7892,7725,1229,2018-09-20 16:45:36.248292,2018-09-20 16:45:36.248292,206
7893,7722,1229,2018-09-20 16:45:53.802493,2018-09-20 16:45:53.802493,206
7895,7726,1229,2018-09-20 16:46:39.99404,2018-09-20 16:46:39.99404,206
7896,7727,1229,2018-09-20 16:46:40.01118,2018-09-20 16:46:40.01118,206
7897,7728,1229,2018-09-20 16:47:45.603765,2018-09-20 16:47:45.603765,206
7898,7729,1229,2018-09-20 16:48:37.135877,2018-09-20 16:48:37.135877,206
7899,7724,1229,2018-09-20 16:58:31.365846,2018-09-20 16:58:31.365846,206
7900,7730,1229,2018-09-20 18:08:24.035097,2018-09-20 18:08:24.035097,206
7902,7732,1230,2018-09-20 18:50:56.742799,2018-09-20 18:50:56.742799,206
7904,7734,1230,2018-09-20 19:35:49.662654,2018-09-20 19:35:49.662654,206
7905,7735,1230,2018-09-20 19:35:49.71425,2018-09-20 19:35:49.71425,206
7906,7736,1219,2018-09-20 19:51:51.075726,2018-09-20 19:51:51.075726,206
7907,7737,1231,2018-09-20 20:24:35.670517,2018-09-20 20:24:35.670517,206
7908,7739,1231,2018-09-20 20:24:46.245342,2018-09-20 20:24:46.245342,206
7909,7738,1231,2018-09-20 20:24:59.441448,2018-09-20 20:24:59.441448,206
7910,7740,1231,2018-09-20 20:31:12.224191,2018-09-20 20:31:12.224191,206
7912,7742,1232,2018-09-20 20:41:15.056754,2018-09-20 20:41:15.056754,206
7913,7743,1232,2018-09-20 20:41:15.112327,2018-09-20 20:41:15.112327,206
7915,7745,1231,2018-09-20 20:59:34.257145,2018-09-20 20:59:34.257145,206
7916,7746,1231,2018-09-20 20:59:34.296186,2018-09-20 20:59:34.296186,206
7917,7747,1233,2018-09-20 21:04:27.179475,2018-09-20 21:04:27.179475,206
8117,7925,1248,2018-09-23 21:35:57.860136,2018-09-23 21:35:57.860136,294
8118,7926,1248,2018-09-23 21:35:57.880623,2018-09-23 21:35:57.880623,294
8119,7927,1248,2018-09-23 21:35:57.901683,2018-09-23 21:35:57.901683,294
8120,7928,1248,2018-09-23 21:36:45.963552,2018-09-23 21:36:45.963552,294
8121,7929,1248,2018-09-23 21:36:45.983739,2018-09-23 21:36:45.983739,294
8122,7930,1248,2018-09-23 21:36:46.003421,2018-09-23 21:36:46.003421,294
8123,7931,1248,2018-09-23 21:36:46.025638,2018-09-23 21:36:46.025638,294
8124,7932,1248,2018-09-23 21:37:15.456426,2018-09-23 21:37:15.456426,294
8125,7933,1248,2018-09-23 21:37:15.478452,2018-09-23 21:37:15.478452,294
4165,4508,683,2017-11-25 23:15:35.722299,2017-11-25 23:15:35.722299,247
4665,4959,889,2018-01-07 18:13:20.001759,2018-01-07 18:13:20.001759,152
4666,4960,889,2018-01-07 18:13:20.0318,2018-01-07 18:13:20.0318,152
5232,5381,953,2018-02-03 20:17:09.827226,2018-02-03 20:17:09.827226,275
5233,5383,953,2018-02-03 20:17:09.836392,2018-02-03 20:17:09.836392,275
